fn,words,first500
Indobit-A-NYT1982_501-1000-460.txt,"[""politician""]","
 Hans Heinz, a former voice teacher at the Juilliard School of Music, died last
 Thursday at the Albany (N.Y.) Medical Center. He had suffered an embolism on
 vacation with his wife in the Catskills. He was 77 years old and lived in
 Manhattan.
 Mr. Heinz, who was born in Vienna, was a leading tenor in Europe during the
 1930's. In 1937, Otto Klemperer brought him to the United States to perform in
 the first performance of Mahler's ''Song of the Earth.'' He joined Juilliard in
 1956, remaining"
Indobit-A-NYT1990_July to December_1-500-203.txt,"[""engineer""]"," TOKYO, July 24
 Kenjiro Takayanagi, known as the father of Japanese television, died of
 pneumonia on Monday in a hospital in Yokosuka, company officials said today. He
 was 91 years old.
 An electrical engineer, Takayanagi achieved the first television transmission in
 Japan in 1926 and developed the main component of a television camera in 1933
 only months after it was invented by Vladimir K. Zworykin in the United States.
 After teaching at a Japanese college, he worked for the Japan Broadc"
Indobit-A-NYT1994_1-500-459.txt,"[""film actor"", ""performer"", ""politician"", ""singer"", ""artist"", ""stage actor"", ""musician"", ""writer"", ""actor"", ""vocalist""]","
 Melina Mercouri, the vivacious actress with a husky laugh who went on to become
 Greece's Minister of Culture, died yesterday at Memorial Sloan-Kettering Cancer
 Center in Manhattan. Miss Mercouri, whose greatest screen success was her role
 as a flamboyant prostitute in the 1960 film ""Never on Sunday,"" was 68, her
 family said, although references disagree on the year of her birth.
 The cause was complications from lung cancer, said Patricia Turi, a hospital
 spokeswoman. Miss Mercouri was ho"
Indobit-A-NYT2009 - Oct 1 - Dec 31-294.txt,"[""novelist"", ""writer""]","
 Carlene Hatcher Polite, an experimental novelist of the 1960s and '70s whose
 work focused on the uneasy confluence of racism and sexism in the lives of black
 people, died on Dec. 7 in Cheektowaga, N.Y. She was 77 and lived in Amherst,
 N.Y.
 The cause was cancer, her husband, James Patrick, said. From 1971 until her
 retirement in 2000, Ms. Polite taught creative writing at the University at
 Buffalo.
 Originally trained as a modern dancer, Ms. Polite wrote just two novels. They
 were known "
Indobit-A-NYT1981 - Jan 1 - March 31-192.txt,"[""music director"", ""instrumentalist"", ""artist"", ""songwriter"", ""manager"", ""director"", ""conductor"", ""musician"", ""poet"", ""presenter"", ""radio personality"", ""bandleader"", ""performer"", ""yodeler"", ""composer"", ""vocal composer"", ""singer"", ""media professional"", ""writer"", ""actor"", ""vocalist"", ""lyricist""]","
 Bill Haley, the singer, guitarist and band leader whose original recording of
 ''Rock Around the Clock'' has sold 22.5 million copies since 1955, died
 yesterday of natural causes at his home in Harlingen, Tex.. The 55-year-old
 entertainer was one of the pioneers of rock-and-roll.
 ''Rock Around the Clock'' swept the United States in 1955 when it appeared as
 the theme song in the motion picture ''Blackboard Jungle.'' Mr. Haley and his
 band, the Comets, became matinee idols in the United Sta"
Indobit-A-NYT1998_1-500-243.txt,"[""politician""]"," LONDON, Feb. 19
 Lord Granville of Eye, the oldest member of the British Parliament, died in a
 London nursing home on Saturday, two days after making a rare appearance in the
 House of Lords to celebrate his 100th birthday.
 His life as a soldier, politician, businessman and author of spy thrillers
 remained storied to its end. It was only this year that he discovered that he
 had been born on Feb. 12, 1898, and not the same date a year later, as he had
 always believed and as all the parliame"
Indobit-A-NYT2015- April 1 - June 30-155.txt,"[""motorsports competitor"", ""journalist"", ""racing driver"", ""non-fiction writer"", ""writer""]","
 Denise McCluggage, a trailblazing auto racer and journalist who shattered
 stereotypes about women as professional drivers, died on Wednesday in Santa Fe,
 N.M., where she had lived since the late 1970s. She was 88.
 Her death, at a hospital there, was announced by Autoweek magazine, the
 successor to Competition Press, which she helped found and edited in the 1950s
 as the nation's first motorsports weekly. She also wrote for Autoweek until
 recently.
 An accomplished skier and a former sport"
Indobit-A-NYT2010_501-1000-131.txt,"[""naturalist"", ""ornithologist"", ""zoologist"", ""researcher"", ""biologist"", ""scientist""]","
 PALO ALTO, Calif. (AP) -- Bill Lane, the former publisher of Sunset magazine and
 a philanthropist who donated millions of dollars to Stanford University and
 environmental causes, died here on July 31. He was 90.
 His death was confirmed by Stanford.
 Mr. Lane was United States ambassador to Australia and the Pacific island nation
 Nauru from 1985 to 1989, during the Reagan administration. Laurence William Lane
 Jr. was born Nov. 7, 1919, in Des Moines. His family moved to California in
 1928"
Indobit-A-NYT2010_501-1000-316.txt,"[""artist"", ""manager"", ""director""]","
 Roy Ward Baker, an undersung British filmmaker who directed ''A Night to
 Remember,'' a vivid black-and-white rendering of the sinking of the Titanic
 revered by history and movie buffs alike, died on Tuesday in London. He was 93.
 His son Nicholas Baker confirmed the death, The Associated Press reported on
 Thursday.
 Technically deft and stylistically without affect, Mr. Baker was trained in the
 classic, collaborative style of studio filmmaking, working for studios in
 England and the Unite"
Indobit-A-NYT2003 - Oct 1 - Dec 31-23.txt,"[""journalist"", ""media professional"", ""non-fiction writer"", ""publicist"", ""writer""]","
 Eleanor Lambert, whose tireless promotion of American fashion gave the industry
 an international presence and helped to elevate it from rag trade to
 respectability, died yesterday at her home on the Upper East Side of Manhattan.
 She was 100.
 Often referred to as the Empress of Seventh Avenue, Miss Lambert looked the part
 with her trademark turbans and outsize jewelry. Her barrage of news releases and
 enthusiastic work as a publicity agent did much to further the careers of
 numerous Amer"
Indobit-A-NYT1991 - March 1 - March 31-143.txt,"[""singer"", ""artist"", ""vocalist"", ""musician"", ""opera singer""]","
 Nicola Rossi-Lemeni, an Italian bass whose performing and teaching career
 extended over 45 years, died on Tuesday at Bloomington Hospital in Bloomington,
 Indiana. He was 70 years old.
 He died of liver cancer, said Joanne Nesbit, a spokeswoman for Indiana
 University, where Mr. Rossi-Lemeni held the title of distinguished professor at
 the Indiana University School of Music.
 Born of a Russian mother and an Italian father, Mr. Rossi-Lemeni began serious
 voice study with his mother at age 16"
Indobit-A-NYT2010_501-1000-325.txt,"[""performer"", ""priest"", ""cleric"", ""composer"", ""vocalist"", ""singer"", ""artist"", ""instrumentalist"", ""religious servant"", ""vocal composer"", ""musician"", ""writer"", ""poet"", ""songwriter"", ""lyricist""]","
 Solomon Burke, a singer whose smooth, powerful articulation and mingling of
 sacred and profane themes helped define soul music in the early 1960s, died on
 Sunday at Schiphol Airport in Amsterdam. He was 70 and lived in Los Angeles.
 His death was announced by his family on his official Web site,
 thekingsolomonburke.com. No cause was given.
 Drawing on gospel, country and gritty rhythm and blues in songs like ''Cry to
 Me'' (1962), ''You Can Make It if You Try'' (1963) and ''Everybody Needs
"
Indobit-A-NYT2002_1-500-338.txt,"[""music educator"", ""singer"", ""artist"", ""researcher"", ""opera singer"", ""biographer"", ""musician"", ""writer"", ""educationalist"", ""vocalist"", ""non-fiction writer"", ""scientist""]","
 Eileen Farrell, the American dramatic soprano who built a devoted following
 among the public through her frequent television appearances and was credited
 with the first successful crossover album, ""I've Got a Right to Sing the Blues,""
 in 1960, died on Saturday in Park Ridge, N.J. She was 82.
 She lived in Cliffside Park, N.J., but was taken to a nursing home in Park Ridge
 last week as circulatory ailments worsened.
 From the start, Ms. Farrell was determined to have a singing career on her"
Indobit-A-NYT2011 - Oct 1 - Dec 31-280.txt,"[""engineer""]","
 Norman Krim, an electronics visionary who played a pivotal role in the
 industry's transition from the bulky electron vacuum tube, which once lined the
 innards of radios and televisions, to the tiny, far more powerful transistor,
 died on Dec. 14 in a retirement home in Newton, Mass. He was 98.
 The cause was congestive heart failure, his son Robert said.
 Mr. Krim, who made several breakthroughs in a long career with the Raytheon
 Company and who had an early hand in the growth of the RadioS"
Indobit-A-NYT1995 - Jan 1 - Feb 28-50.txt,"[""researcher"", ""anthropologist"", ""social scientist"", ""scientist""]","
 Sol Tax, a professor of anthropology at the University of Chicago who is
 credited with helping to organize anthropology as a global discipline, died on
 Wednesday at his home in Chicago. He was 87.
 The cause was a heart attack, said William Harms, a spokesman for the
 university.
 In 1957, Professor Tax founded Current Anthropology, an international journal
 that publishes research and commentary, and while serving as its editor until
 1974 he used the journal to bring people from around the"
Indobit-A-NYT1990_July to December_1501-1521-1.txt,"[""screenwriter"", ""writer""]"," AUSTIN, Tex., Dec. 30
 Warren Skaaren, who rewrote the troubled scripts of such films as ""Batman"" and
 ""Beetlejuice,"" died on Friday night at his home here. He was 44 years old.
 Mr. Skaaren died of bone cancer, said his lawyer and friend, W. Amon Burton, who
 said Mr. Skaaren only learned how severe his condition was early this summer,
 shortly after completing his last screenplay, ""Beetlejuice 2.""
 During the 1980's, Mr. Skaaren gained a reputation as one of the country's top
 script doctors,"
Indobit-A-NYT1990_January to June_1001-1500-234.txt,"[""composer"", ""vocal composer"", ""artist"", ""musician"", ""writer"", ""poet"", ""songwriter"", ""lyricist""]","
 Elliot Willensky, whose opinionated and exhaustive ''AIA Guide to New York
 City'' has been a standard architectural reference work for more than two
 decades, died suddenly Friday at his home in Brooklyn Heights. He was 56 years
 old.
 In addition to his post as vice chairman of New York City's Landmarks
 Preservation Commission, Mr. Willensky was the official Borough Historian of
 Brooklyn. He also wrote a popular history, ''When Brooklyn Was the World,
 1920-1957,'' published in 1986 by Har"
Indobit-A-NYT2011-April 1 - June 30-149.txt,"[""actor"", ""artist"", ""television actor"", ""film actor""]","
 BEVERLY HILLS, Calif. (AP) -- Mary Murphy, an actress best known for her role
 opposite Marlon Brando in the 1953 film ''The Wild One,'' died on May 4 at her
 home here. She was 80.
 The cause was heart disease, her daughter and only survivor, Stephanie Specht,
 told The Los Angeles Times.
 Ms. Murphy had small parts in a number of movies in the early 1950s and starred
 in ''Main Street to Broadway'' (1953) before being cast in ''The Wild One'' as
 an innocent girl whose small town is terroriz"
Indobit-A-NYT2000_501-1000-44.txt,"[""researcher""]","
 Margaret E. B. Jones, a retired Army major who served with the only battalion of
 African-American women to serve overseas in World War II, died on April 11 at
 Walter Reed Medical Center in Washington. She was 89.
 Mrs. Jones spent most of her adult life in military service and had lived in
 Alexandria, Va., since 1980, said her husband, Everett Jones, a retired Army
 major.
 In 1945, Mrs. Jones, then Second Lieutenant Barnes, was one of 31 officers who
 accompanied more than 700 enlisted mem"
