c,p,r,rev,y
McDonnell Douglas,350.0,25.0,15072.0,1989.0
PepsiCo,762.0,26.0,13007.0,1989.0
CBS,823.0,27.0,12500.0,1989.0
Rockwell Automation,812.0,28.0,11946.0,1989.0
Honeywell Intl.,463.0,29.0,11909.0,1989.0
Digital Equipment,1306.0,30.0,11475.0,1989.0
ConocoPhillips,650.0,31.0,11304.0,1989.0
Goodyear Tire & Rubber,350.0,32.0,10810.0,1989.0
Lockheed Martin,624.0,33.0,10667.0,1989.0
3M,1154.0,34.0,10581.0,1989.0
Caterpillar,616.0,35.0,10435.0,1989.0
Sara Lee,325.0,36.0,10424.0,1989.0
Weyerhaeuser,564.0,37.0,10004.0,1989.0
Unisys,681.0,38.0,9902.0,1989.0
Hewlett-Packard,816.0,39.0,9831.0,1989.0
Alcoa,861.0,40.0,9795.0,1989.0
General Dynamics,379.0,41.0,9551.0,1989.0
International Paper,754.0,42.0,9533.0,1989.0
Georgia-Pacific,467.0,43.0,9509.0,1989.0
ConAgra Foods,155.0,44.0,9475.0,1989.0
Johnson & Johnson,974.0,45.0,9000.0,1989.0
Anheuser-Busch,716.0,46.0,8924.0,1989.0
Unocal,480.0,47.0,8853.0,1989.0
Sunoco,7.0,48.0,8612.0,1989.0
Coca-Cola,1045.0,49.0,8338.0,1989.0
Union Carbide,662.0,50.0,8324.0,1989.0
Monsanto,591.0,51.0,8293.0,1989.0
Motorola,445.0,52.0,8250.0,1989.0
Raytheon,490.0,53.0,8192.0,1989.0
Coastal,157.0,54.0,8187.0,1989.0
Ashland,224.0,55.0,7753.0,1989.0
LTV,-3154.0,56.0,7526.0,1989.0
Beatrice,529.0,57.0,7505.0,1989.0
Fortune Brands,580.0,58.0,7477.0,1989.0
Borden Chemical,312.0,59.0,7244.0,1989.0
Honeywell,-435.0,60.0,7148.0,1989.0
Textron,234.0,61.0,7111.0,1989.0
TRW,261.0,62.0,6982.0,1989.0
Unilever U.S.,133.0,63.0,6956.0,1989.0
Baxter International,388.0,64.0,6861.0,1989.0
Archer Daniels Midland,353.0,65.0,6798.0,1989.0
Emerson Electric,529.0,66.0,6652.0,1989.0
Hanson Industries NA,300.0,67.0,6494.0,1989.0
Texas Instruments,366.0,68.0,6295.0,1989.0
Sealed Air,234.0,69.0,6199.0,1989.0
Pillsbury,69.0,70.0,6191.0,1989.0
Ralston Purina,388.0,71.0,6176.0,1989.0
NCR,439.0,72.0,5990.0,1989.0
Bristol-Myers Squibb,829.0,73.0,5973.0,1989.0
Merck,1207.0,74.0,5940.0,1989.0
Northrop Grumman,104.0,75.0,5797.0,1989.0
General Mills,283.0,76.0,5778.0,1989.0
Martin Marietta,359.0,77.0,5728.0,1989.0
Hoechst Celanese,250.0,78.0,5679.0,1989.0
PPG Industries,468.0,79.0,5617.0,1989.0
Reynolds Metals,482.0,80.0,5567.0,1989.0
Wyeth,932.0,81.0,5501.0,1989.0
Bethlehem Steel,403.0,82.0,5489.0,1989.0
Colgate-Palmolive,318.0,83.0,5484.0,1989.0
North American Philips,79.0,84.0,5424.0,1989.0
Kimberly-Clark,379.0,85.0,5394.0,1989.0
Pfizer,791.0,86.0,5385.0,1989.0
Deere,315.0,87.0,5365.0,1989.0
Quaker Oats,256.0,88.0,5330.0,1989.0
H.J. Heinz,386.0,89.0,5244.0,1989.0
Dana,162.0,90.0,5172.0,1989.0
Champion International,456.0,91.0,5129.0,1989.0
Fort James,209.0,92.0,5098.0,1989.0
BASF,149.0,93.0,5000.0,1989.0
Abbott Laboratories,752.0,94.0,4937.0,1989.0
Campbell Soup,274.0,95.0,4869.0,1989.0
Litton Industries,167.0,96.0,4864.0,1989.0
US Pharmaceuticals,229.0,97.0,4749.0,1989.0
Scott Paper,401.0,98.0,4726.0,1989.0
Bayer Corporation,124.0,99.0,4719.0,1989.0
Bestfoods,289.0,100.0,4700.0,1989.0
American Cyanamid,306.0,101.0,4592.0,1989.0
Time Warner,289.0,102.0,4507.0,1989.0
Mead,353.0,103.0,4464.0,1989.0
Whirlpool,94.0,104.0,4421.0,1989.0
Teledyne,392.0,105.0,4401.0,1989.0
Kellogg,480.0,106.0,4349.0,1989.0
Cooper Industries,224.0,107.0,4258.0,1989.0
Eaton,212.0,108.0,4237.0,1989.0
Warner Communications,423.0,109.0,4206.0,1989.0
Amerada Hess,124.0,110.0,4206.0,1989.0
Triangle Industries,-54.0,111.0,4104.0,1989.0
OfficeMax,289.0,112.0,4095.0,1989.0
Navistar International,244.0,113.0,4080.0,1989.0
Apple Computer,400.0,114.0,4071.0,1989.0
Eli Lilly,761.0,115.0,4070.0,1989.0
Ryerson Tull,262.0,116.0,4068.0,1989.0
AMAX,741.0,117.0,3944.0,1989.0
Dresser Industries,157.0,118.0,3942.0,1989.0
Whitman,234.0,119.0,3915.0,1989.0
Warner-Lambert,340.0,120.0,3908.0,1989.0
Coca-Cola Enterprises,153.0,121.0,3874.0,1989.0
Stone Container,342.0,122.0,3743.0,1989.0
American Standard,-26.0,123.0,3716.0,1989.0
Agway,N.A.,124.0,3644.0,1989.0
Control Data,2.0,125.0,3628.0,1989.0
Grumman,87.0,126.0,3591.0,1989.0
Great Northern Nekoosa,342.0,127.0,3588.0,1989.0
Gillette,269.0,128.0,3581.0,1989.0
Owens-Illinois,-59.0,129.0,3572.0,1989.0
Chiquita Brands Intl.,60.0,130.0,3503.0,1989.0
Combustion Engineering,-245.0,131.0,3484.0,1989.0
Avon Products,-405.0,132.0,3365.0,1989.0
Furniture Brands Intl.,145.0,133.0,3341.0,1989.0
Gannett,365.0,134.0,3315.0,1989.0
Cummins,-63.0,135.0,3310.0,1989.0
FMC,129.0,136.0,3287.0,1989.0
Brunswick,193.0,137.0,3282.0,1989.0
Times Mirror,332.0,138.0,3259.0,1989.0
Quantum Chemical,383.0,139.0,3235.0,1989.0
ARMCO,145.0,140.0,3227.0,1989.0
Sipco,11.0,141.0,3225.0,1989.0
BorgWarner,419.0,142.0,3218.0,1989.0
Paccar,176.0,143.0,3112.0,1989.0
Johnson Controls,104.0,144.0,3100.0,1989.0
Wang Laboratories,93.0,145.0,3068.0,1989.0
Ingersoll-Rand,162.0,146.0,3021.0,1989.0
Schering-Plough,390.0,147.0,2969.0,1989.0
Henley Group,-47.0,148.0,2903.0,1989.0
R.R. Donnelley & Sons,205.0,149.0,2878.0,1989.0
Intel,453.0,150.0,2875.0,1989.0
Owens Corning,189.0,151.0,2831.0,1989.0
USG,125.0,152.0,2811.0,1989.0
Farmland Industries,N.A.,153.0,2805.0,1989.0
Hercules,120.0,154.0,2802.0,1989.0
Emhart,127.0,155.0,2763.0,1989.0
Pharmacia,353.0,156.0,2746.0,1989.0
Kerr-McGee,110.0,157.0,2743.0,1989.0
Ethyl,231.0,158.0,2718.0,1989.0
Zenith Electronics,12.0,159.0,2686.0,1989.0
Armstrong Holdings,163.0,160.0,2680.0,1989.0
AMP,319.0,161.0,2670.0,1989.0
Pitney Bowes,243.0,162.0,2665.0,1989.0
Union Camp,295.0,163.0,2661.0,1989.0
FINA,133.0,164.0,2635.0,1989.0
National Steel,88.0,165.0,2599.0,1989.0
Squibb,426.0,166.0,2586.0,1989.0
Hershey Foods,214.0,167.0,2561.0,1989.0
Rohm & Haas,230.0,168.0,2535.0,1989.0
Goodrich,196.0,169.0,2520.0,1989.0
VF,174.0,170.0,2516.0,1989.0
Walter Industries,N.A.,171.0,2507.0,1989.0
Revlon,N.A.,172.0,2477.0,1989.0
National Semiconductor,63.0,173.0,2470.0,1989.0
Burlington Industries Equity,-24.0,174.0,2452.0,1989.0
Masco,288.0,175.0,2439.0,1989.0
Air Products & Chem.,214.0,176.0,2432.0,1989.0
Universal,61.0,177.0,2414.0,1989.0
Premark International,105.0,178.0,2397.0,1989.0
Land O'Lakes,N.A.,179.0,2355.0,1989.0
Engelhard,64.0,180.0,2351.0,1989.0
Tribune,210.0,181.0,2335.0,1989.0
Phelps Dodge,420.0,182.0,2320.0,1989.0
Thiokol,145.0,183.0,2316.0,1989.0
Baker Hughes,103.0,184.0,2316.0,1989.0
Olin,98.0,185.0,2308.0,1989.0
Hormel Foods,60.0,186.0,2293.0,1989.0
Black & Decker,97.0,187.0,2281.0,1989.0
Valhi,86.0,188.0,2252.0,1989.0
Parker Hannifin,107.0,189.0,2252.0,1989.0
Manville,-1314.0,190.0,2209.0,1989.0
J.E. Seagram,418.0,191.0,2199.0,1989.0
Knight-Ridder,156.0,192.0,2194.0,1989.0
Central Soya,11.0,193.0,2190.0,1989.0
Burlington Resources,72.0,194.0,2167.0,1989.0
WestPoint Stevens,84.0,195.0,2151.0,1989.0
Fruehauf,-57.0,196.0,2143.0,1989.0
Westvaco,200.0,197.0,2134.0,1989.0
Corning,211.0,198.0,2122.0,1989.0
Mack Trucks,32.0,199.0,2102.0,1989.0
Temple-Inland,199.0,200.0,2099.0,1989.0
Pennzoil,1475.0,201.0,2088.0,1989.0
Compaq Computer,255.0,202.0,2066.0,1989.0
Harris,101.0,203.0,2063.0,1989.0
GenCorp,70.0,204.0,2049.0,1989.0
Berkshire Hathaway,399.0,205.0,1992.0,1989.0
McDermott,22.0,206.0,1992.0,1989.0
Asarco,207.0,207.0,1988.0,1989.0
Dover,146.0,208.0,1954.0,1989.0
Sherwin-Williams,101.0,209.0,1951.0,1989.0
Sequa,69.0,210.0,1948.0,1989.0
Freeport-McMoran,310.0,211.0,1945.0,1989.0
Tyson Foods,81.0,212.0,1936.0,1989.0
Illinois Tool Works,140.0,213.0,1930.0,1989.0
Aeroquip-Vickers,88.0,214.0,1919.0,1989.0
Stanley Works,104.0,215.0,1909.0,1989.0
Maytag,159.0,216.0,1909.0,1989.0
Louisiana-Pacific,300.0,217.0,1903.0,1989.0
Polaroid,-23.0,218.0,1863.0,1989.0
Fort Howard,N.A.,219.0,1859.0,1989.0
Becton Dickinson,162.0,220.0,1847.0,1989.0
Crown Holdings,93.0,221.0,1834.0,1989.0
Springs Industries,53.0,222.0,1825.0,1989.0
McGraw-Hill,186.0,223.0,1818.0,1989.0
Diamond Shamrock,54.0,224.0,1804.0,1989.0
Mapco,117.0,225.0,1802.0,1989.0
AMDAHL,223.0,226.0,1802.0,1989.0
General Signal,25.0,227.0,1760.0,1989.0
New York Times,168.0,228.0,1755.0,1989.0
Willamette Industries,161.0,229.0,1716.0,1989.0
Himont,373.0,230.0,1711.0,1989.0
Intl. Multifoods,33.0,231.0,1698.0,1989.0
Cabot,60.0,232.0,1677.0,1989.0
Square D,119.0,233.0,1657.0,1989.0
Coltec Industries,91.0,234.0,1656.0,1989.0
MID-AMERICA DAIRYMEN,N.A.,235.0,1655.0,1989.0
Metaldyne,82.0,236.0,1652.0,1989.0
Outboard Marine,78.0,237.0,1605.0,1989.0
Dow Jones,228.0,238.0,1603.0,1989.0
Tyco International,67.0,239.0,1602.0,1989.0
Sonoco Products,96.0,240.0,1600.0,1989.0
DR Holdings Inc. of Delaware,19.0,241.0,1595.0,1989.0
Witco,92.0,242.0,1586.0,1989.0
Tyco Laboratories,36.0,243.0,1583.0,1989.0
Avery Dennison,78.0,244.0,1582.0,1989.0
Timken,66.0,245.0,1554.0,1989.0
Reliance Electric,24.0,246.0,1552.0,1989.0
Dean Foods,43.0,247.0,1552.0,1989.0
Penn Central,103.0,248.0,1547.0,1989.0
Molson Coors Brewing,47.0,249.0,1522.0,1989.0
Chicago Pacific,N.A.,250.0,1500.0,1989.0
Sundstrand,-77.0,251.0,1477.0,1989.0
Dow Corning,151.0,252.0,1477.0,1989.0
Murphy Oil,39.0,253.0,1474.0,1989.0
Imcera Group,114.0,254.0,1471.0,1989.0
Crane,63.0,255.0,1452.0,1989.0
Loral,74.0,256.0,1441.0,1989.0
E-SYSTEMS,75.0,257.0,1439.0,1989.0
Applera,72.0,258.0,1429.0,1989.0
Nortek,20.0,259.0,1425.0,1989.0
National Service Industries,86.0,260.0,1414.0,1989.0
Tektronix,-17.0,261.0,1412.0,1989.0
Bowater,164.0,262.0,1410.0,1989.0
Lorillard,368.0,263.0,1410.0,1989.0
Norton,96.0,264.0,1410.0,1989.0
PerkinElmer,69.0,265.0,1406.0,1989.0
Fleetwood Enterprises,48.0,266.0,1406.0,1989.0
Esselte Business Systems,59.0,267.0,1401.0,1989.0
Weirton Steel,75.0,268.0,1384.0,1989.0
Washington Post,269.0,269.0,1368.0,1989.0
Inspiration Resources,42.0,270.0,1366.0,1989.0
Arvin Industries,4.0,271.0,1365.0,1989.0
Data General,-16.0,272.0,1365.0,1989.0
Hasbro,72.0,273.0,1340.0,1989.0
Fieldcrest Cannon,11.0,274.0,1338.0,1989.0
Cyprus Amax Minerals,170.0,275.0,1327.0,1989.0
Wilson Foods,7.0,276.0,1324.0,1989.0
General Instrument,66.0,277.0,1316.0,1989.0
Tandem Computers,95.0,278.0,1315.0,1989.0
Lafarge,94.0,279.0,1309.0,1989.0
AM International,-20.0,280.0,1297.0,1989.0
Echlin,62.0,281.0,1294.0,1989.0
Harsco,31.0,282.0,1279.0,1989.0
Clark Equipment,46.0,283.0,1278.0,1989.0
Certainteed,57.0,284.0,1267.0,1989.0
Seagate Technology,77.0,285.0,1266.0,1989.0
Clorox,133.0,286.0,1260.0,1989.0
Farmers Union Central Exch.,N.A.,287.0,1259.0,1989.0
Smurfit-Stone Container,145.0,288.0,1255.0,1989.0
Cyclops Industries,29.0,289.0,1251.0,1989.0
York International,-73.0,290.0,1236.0,1989.0
Pennwalt Corp,179.0,291.0,1226.0,1989.0
National Gypsum,-80.0,292.0,1221.0,1989.0
E.W. Scripps,70.0,293.0,1215.0,1989.0
Allegheny Technologies,109.0,294.0,1208.0,1989.0
Figgie International,62.0,295.0,1200.0,1989.0
Deluxe,143.0,296.0,1196.0,1989.0
Rubbermaid,99.0,297.0,1194.0,1989.0
Joy Global,14.0,298.0,1188.0,1989.0
Liz Claiborne,110.0,299.0,1184.0,1989.0
McCormick,43.0,300.0,1184.0,1989.0
Armtek,9.0,301.0,1180.0,1989.0
Federal-Mogul,42.0,302.0,1177.0,1989.0
American Greetings,33.0,303.0,1175.0,1989.0
Hartmarx,38.0,304.0,1174.0,1989.0
Varian Associates,28.0,305.0,1171.0,1989.0
Triarc,36.0,306.0,1168.0,1989.0
Gerber Products,21.0,307.0,1166.0,1989.0
Crown Central,38.0,308.0,1149.0,1989.0
Tosco,90.0,309.0,1143.0,1989.0
Union Texas,109.0,310.0,1137.0,1989.0
Advanced Micro Devices,19.0,311.0,1126.0,1989.0
Lubrizol,140.0,312.0,1118.0,1989.0
Federal Paper Board,143.0,313.0,1117.0,1989.0
Wheeling Pittsburgh,259.0,314.0,1103.0,1989.0
Raychem,125.0,315.0,1095.0,1989.0
Tecumseh Products,70.0,316.0,1094.0,1989.0
Potlatch,112.0,317.0,1084.0,1989.0
Ball,51.0,318.0,1073.0,1989.0
Bemis,40.0,319.0,1069.0,1989.0
Brown-Forman,103.0,320.0,1067.0,1989.0
Aristech Chemical,188.0,321.0,1065.0,1989.0
A.O. Smith,19.0,322.0,1063.0,1989.0
Nucor,109.0,323.0,1061.0,1989.0
Georgia Gulf,194.0,324.0,1061.0,1989.0
Amstar,-6.0,325.0,1057.0,1989.0
Vulcan Materials,136.0,326.0,1053.0,1989.0
Sun Microsystems,66.0,327.0,1052.0,1989.0
Gold Kist Holdings,N.A.,328.0,1044.0,1989.0
Rhone-Poulenc Rorer,62.0,329.0,1042.0,1989.0
M.A. Hanna,83.0,330.0,1019.0,1989.0
MacMillan,N.A.,331.0,1019.0,1989.0
Ferro,47.0,332.0,1009.0,1989.0
Fruit of the Loom,68.0,333.0,1005.0,1989.0
Tyler,21.0,334.0,996.0,1989.0
Nalco Chemical,106.0,335.0,994.0,1989.0
Metromedia International,93.0,336.0,993.0,1989.0
Mattel,36.0,337.0,990.0,1989.0
Newell Rubbermaid,61.0,338.0,988.0,1989.0
Bausch & Lomb,98.0,339.0,978.0,1989.0
Anchor Glass Container,-9.0,340.0,978.0,1989.0
Sunbeam/Oster,-25.0,341.0,968.0,1989.0
GAF,100.0,342.0,961.0,1989.0
Amsted Industries,11.0,343.0,960.0,1989.0
Shaw Industries,34.0,344.0,958.0,1989.0
CF Industries,N.A.,345.0,958.0,1989.0
A.H. Robins,58.0,346.0,934.0,1989.0
Savannah Foods & Industries,20.0,347.0,917.0,1989.0
Smithfield Foods,17.0,348.0,916.0,1989.0
Cooper Cos.,-207.0,349.0,916.0,1989.0
Briggs & Stratton,30.0,350.0,914.0,1989.0
AG Processing,N.A.,351.0,910.0,1989.0
Magnetek,20.0,352.0,910.0,1989.0
Rohr,33.0,353.0,907.0,1989.0
Worthington Industries,56.0,354.0,904.0,1989.0
Consolidated Papers,150.0,355.0,897.0,1989.0
Interlake,40.0,356.0,892.0,1989.0
Wm. Wrigley Jr.,87.0,357.0,891.0,1989.0
Memorex Telex,-7.0,358.0,890.0,1989.0
Hillenbrand Industries,70.0,359.0,884.0,1989.0
SPX,45.0,360.0,878.0,1989.0
Pacific Resources,40.0,361.0,877.0,1989.0
Storage Technology,44.0,362.0,874.0,1989.0
Quaker State,15.0,363.0,869.0,1989.0
Cincinnati Milacron,37.0,364.0,858.0,1989.0
Interstate Bakeries,-27.0,365.0,855.0,1989.0
Snap-On,113.0,366.0,855.0,1989.0
Intl. Flavors & Frag.,129.0,367.0,840.0,1989.0
Sheller-Globe,N.A.,368.0,835.0,1989.0
Dexter,36.0,369.0,827.0,1989.0
Pentair,40.0,370.0,823.0,1989.0
Leggett & Platt,38.0,371.0,810.0,1989.0
Intergraph,88.0,372.0,800.0,1989.0
Mohasco,-18.0,373.0,791.0,1989.0
Champion Spark Plug,24.0,374.0,785.0,1989.0
Vista Chemical,113.0,375.0,781.0,1989.0
SCI Systems,19.0,376.0,774.0,1989.0
Pittway,37.0,377.0,771.0,1989.0
Valero Energy,31.0,378.0,771.0,1989.0
Eagle-Picher Industries,-466.0,379.0,770.0,1989.0
Western Digital,43.0,380.0,768.0,1989.0
Kaman,25.0,381.0,767.0,1989.0
Ocean Spray,N.A.,382.0,767.0,1989.0
C.R. Bard,79.0,383.0,758.0,1989.0
Harley-Davidson,24.0,384.0,757.0,1989.0
Cray Research,157.0,385.0,756.0,1989.0
Media General,9.0,386.0,756.0,1989.0
Insilco,N.A.,387.0,753.0,1989.0
Danaher,44.0,388.0,752.0,1989.0
Marion Laboratories,150.0,389.0,752.0,1989.0
Standard Commercial,17.0,390.0,750.0,1989.0
Cooper Tire & Rubber,41.0,391.0,748.0,1989.0
Flowers Industries,43.0,392.0,738.0,1989.0
United Merchants & Mfrs.,-37.0,393.0,723.0,1989.0
Dennison Manufacturing,37.0,394.0,722.0,1989.0
Louisiana Land & Exploration,-33.0,395.0,721.0,1989.0
Universal Foods,28.0,396.0,720.0,1989.0
Rexene,130.0,397.0,719.0,1989.0
Herman Miller,45.0,398.0,714.0,1989.0
Chesapeake,52.0,399.0,711.0,1989.0
Atari,-85.0,400.0,705.0,1989.0
International Controls,-11.0,401.0,704.0,1989.0
Ametek,31.0,402.0,702.0,1989.0
Sterling Chemicals,213.0,403.0,699.0,1989.0
Kellwood,30.0,404.0,698.0,1989.0
Philips Industries,43.0,405.0,693.0,1989.0
Lone Star Technologies,-25.0,406.0,688.0,1989.0
Imo Industries,28.0,407.0,687.0,1989.0
H.B. Fuller,21.0,408.0,685.0,1989.0
Leslie Fay,22.0,409.0,683.0,1989.0
Harvard Industries,14.0,410.0,680.0,1989.0
Meredith,47.0,411.0,679.0,1989.0
Gaylord Container,42.0,412.0,671.0,1989.0
Standard Register,38.0,413.0,669.0,1989.0
SSMC,-16.0,414.0,668.0,1989.0
Valmont Industries,15.0,415.0,663.0,1989.0
Nerco,67.0,416.0,662.0,1989.0
Sealy,33.0,417.0,662.0,1989.0
Handy & Harman,10.0,418.0,658.0,1989.0
Coleman,25.0,419.0,658.0,1989.0
Warnaco Group,-5.0,420.0,657.0,1989.0
Longview Fibre,96.0,421.0,657.0,1989.0
Calmat,56.0,422.0,655.0,1989.0
Apollo Computer,2.0,423.0,654.0,1989.0
Medtronic,87.0,424.0,653.0,1989.0
LPL Technologies,9.0,425.0,651.0,1989.0
Butler Manufacturing,15.0,426.0,646.0,1989.0
Xidex,-82.0,427.0,637.0,1989.0
Texas Industries,13.0,428.0,635.0,1989.0
Finevest Foods,3.0,429.0,635.0,1989.0
Riceland Foods,N.A.,430.0,633.0,1989.0
Trinity Industries,13.0,431.0,633.0,1989.0
Shaklee,27.0,432.0,628.0,1989.0
Millipore,55.0,433.0,622.0,1989.0
Nacco Industries,45.0,434.0,617.0,1989.0
Great Lakes Chemical,103.0,435.0,616.0,1989.0
Hubbell,71.0,436.0,614.0,1989.0
Commerce Clearing House,50.0,437.0,612.0,1989.0
Toro,20.0,438.0,609.0,1989.0
Magma Copper,56.0,439.0,607.0,1989.0
UST,162.0,440.0,607.0,1989.0
Dixie Yarns,22.0,441.0,606.0,1989.0
Lukens,33.0,442.0,605.0,1989.0
Alberto-Culver,27.0,443.0,605.0,1989.0
Miniscribe,26.0,444.0,603.0,1989.0
Southdown,57.0,445.0,600.0,1989.0
Reynolds & Reynolds,26.0,446.0,600.0,1989.0
Bell & Howell,N.A.,447.0,600.0,1989.0
Natl. Coop. Refinery Assn.,N.A.,448.0,600.0,1989.0
A. Schulman,28.0,449.0,598.0,1989.0
Jostens,89.0,450.0,596.0,1989.0
Westmoreland Coal,2.0,451.0,594.0,1989.0
Thorn Apple Valley,5.0,452.0,593.0,1989.0
Faberge,2.0,453.0,593.0,1989.0
Avondale Industries,4.0,454.0,592.0,1989.0
Fairchild Industries,27.0,455.0,592.0,1989.0
Oxford Industries,-10.0,456.0,591.0,1989.0
Guilford Mills,27.0,457.0,578.0,1989.0
Allied Products,6.0,458.0,578.0,1989.0
HNI,35.0,459.0,575.0,1989.0
Maxus Energy,-132.0,460.0,575.0,1989.0
P.H. Glatfelter,82.0,461.0,569.0,1989.0
Carlisle,17.0,462.0,567.0,1989.0
Phillips-Van Heusen,30.0,463.0,567.0,1989.0
Constar International,14.0,464.0,566.0,1989.0
Tambrands,85.0,465.0,563.0,1989.0
Mitchell Energy & Devel.,9.0,466.0,562.0,1989.0
Jepson,13.0,467.0,560.0,1989.0
UIS,36.0,468.0,560.0,1989.0
Carpenter Technology,24.0,469.0,556.0,1989.0
DIMON,13.0,470.0,555.0,1989.0
Sun-Diamond Growers,N.A.,471.0,554.0,1989.0
Borden Chemicals & Plastics,121.0,472.0,553.0,1989.0
Fairchild,-7.0,473.0,548.0,1989.0
American Maize-Products,1.0,474.0,548.0,1989.0
J.P. Industries,15.0,475.0,547.0,1989.0
Foxboro,10.0,476.0,540.0,1989.0
Affiliated Publications,-81.0,477.0,534.0,1989.0
Sudbury,11.0,478.0,532.0,1989.0
Avery,-59.0,479.0,532.0,1989.0
Russell,54.0,480.0,531.0,1989.0
Kimball International,36.0,481.0,530.0,1989.0
Banta,23.0,482.0,527.0,1989.0
Big Three Industries,N.A.,483.0,525.0,1989.0
Noxell,51.0,484.0,522.0,1989.0
Maxxam,18.0,485.0,519.0,1989.0
Minstar,15.0,486.0,518.0,1989.0
Sprague Technologies,13.0,487.0,517.0,1989.0
Pope & Talbot,32.0,488.0,515.0,1989.0
Thomas & Betts,59.0,489.0,515.0,1989.0
Prairie Farms Dairy,N.A.,490.0,512.0,1989.0
Dr Pepper/Seven-Up,N.A.,491.0,510.0,1989.0
Scientific-Atlanta,30.0,492.0,509.0,1989.0
Standard Products,34.0,493.0,508.0,1989.0
Robertson-Ceco,-28.0,494.0,508.0,1989.0
Grow Group,N.A.,495.0,507.0,1989.0
Pilgrim's Pride,2.0,496.0,506.0,1989.0
Molex,59.0,497.0,502.0,1989.0
Cameron Iron Works,-5.0,498.0,502.0,1989.0
NCH,30.0,499.0,501.0,1989.0
Chemed,24.0,500.0,501.0,1989.0
,($ millions),,($ millions),1990.0
General Motors,4224.3,1.0,126974.3,1990.0
Ford Motor,3835.0,2.0,96932.6,1990.0
Exxon Mobil,3510.0,3.0,86656.0,1990.0
Intl. Business Machines,3758.0,4.0,63438.0,1990.0
General Electric,3939.0,5.0,55264.0,1990.0
Mobil,1809.0,6.0,50976.0,1990.0
Altria Group,2946.0,7.0,39069.0,1990.0
Chrysler,359.0,8.0,36156.0,1990.0
DuPont,2480.0,9.0,35209.0,1990.0
Texaco,2413.0,10.0,32416.0,1990.0
ChevronTexaco,251.0,11.0,29443.0,1990.0
Amoco,1610.0,12.0,24214.0,1990.0
Shell Oil,1405.0,13.0,21703.0,1990.0
Procter & Gamble,1206.0,14.0,21689.0,1990.0
Boeing,973.0,15.0,20276.0,1990.0
Occidental Petroleum,285.0,16.0,20068.0,1990.0
United Technologies,702.1,17.0,19765.5,1990.0
Eastman Kodak,529.0,18.0,18546.0,1990.0
Marathon Oil,965.0,19.0,17755.0,1990.0
Dow Chemical,2487.0,20.0,17730.0,1990.0
Xerox,704.0,21.0,17635.0,1990.0
Atlantic Richfield,1953.0,22.0,15905.0,1990.0
PepsiCo,901.4,23.0,15419.6,1990.0
Nabisco Group Holdings,-1149.0,24.0,15224.0,1990.0
McDonnell Douglas,219.0,25.0,14995.0,1990.0
Tenneco Automotive,584.0,26.0,14439.0,1990.0
Digital Equipment,1072.6,27.0,12866.0,1990.0
CBS,922.0,28.0,12844.0,1990.0
Rockwell Automation,734.9,29.0,12633.1,1990.0
ConocoPhillips,219.0,30.0,12492.0,1990.0
Honeywell Intl.,528.0,31.0,12021.0,1990.0
3M,1244.0,32.0,11990.0,1990.0
Hewlett-Packard,829.0,33.0,11899.0,1990.0
Sara Lee,410.5,34.0,11738.3,1990.0
International Paper,864.0,35.0,11378.0,1990.0
ConAgra Foods,197.9,36.0,11340.4,1990.0
Alcoa,944.9,37.0,11161.5,1990.0
Caterpillar,497.0,38.0,11126.0,1990.0
Goodyear Tire & Rubber,206.8,39.0,11044.7,1990.0
Unocal,260.0,40.0,10417.0,1990.0
Georgia-Pacific,661.0,41.0,10171.0,1990.0
Weyerhaeuser,341.1,42.0,10105.6,1990.0
Unisys,-639.3,43.0,10096.9,1990.0
General Dynamics,293.1,44.0,10053.2,1990.0
Lockheed Martin,2.0,45.0,9932.0,1990.0
Sunoco,98.0,46.0,9927.0,1990.0
Johnson & Johnson,1082.0,47.0,9844.0,1990.0
Motorola,498.0,48.0,9620.0,1990.0
Anheuser-Busch,767.2,49.0,9481.3,1990.0
Bristol-Myers Squibb,747.0,50.0,9422.0,1990.0
Coca-Cola,1723.8,51.0,9170.8,1990.0
Raytheon,528.8,52.0,8796.1,1990.0
Union Carbide,573.0,53.0,8744.0,1990.0
Monsanto,679.0,54.0,8681.0,1990.0
Coastal,170.1,55.0,8630.1,1990.0
Unilever U.S.,139.0,56.0,8113.8,1990.0
Archer Daniels Midland,424.7,57.0,8056.5,1990.0
Ashland,86.2,58.0,8016.6,1990.0
Time Warner,-256.0,59.0,7642.0,1990.0
Borden Chemical,-60.6,60.0,7593.4,1990.0
Textron,259.2,61.0,7440.1,1990.0
TRW,263.0,62.0,7408.0,1990.0
Baxter International,446.0,63.0,7399.0,1990.0
Fortune Brands,630.8,64.0,7264.7,1990.0
Honeywell,604.1,65.0,7241.6,1990.0
Deere,380.2,66.0,7221.0,1990.0
Emerson Electric,588.0,67.0,7071.3,1990.0
Wyeth,1102.2,68.0,6747.0,1990.0
Ralston Purina,422.5,69.0,6711.6,1990.0
Merck,1495.4,70.0,6698.4,1990.0
Texas Instruments,291.7,71.0,6592.2,1990.0
LTV,264.9,72.0,6362.1,1990.0
Sealed Air,253.2,73.0,6330.8,1990.0
Whirlpool,187.2,74.0,6318.9,1990.0
North American Philips,-178.0,75.0,6202.6,1990.0
Reynolds Metals,532.7,76.0,6201.0,1990.0
